link_source,link_destination,cost,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6
0,2,71,91,71,72,45,82,88
0,4,33,22,14,15,84,53,15
0,5,74,73,96,72,82,88,44
0,7,36,81,98,40,82,82,13
1,8,53,61,64,48,70,43,86
1,6,77,39,13,43,17,26,76
1,4,25,47,35,47,67,49,68
1,5,23,76,52,84,41,26,45
1,22,78,21,32,89,84,77,85
2,10,75,79,93,85,37,43,29
2,3,54,46,76,97,98,60,16
3,10,94,50,15,89,50,40,86
5,12,14,76,38,62,21,48,80
5,8,54,22,74,83,11,95,20
6,7,23,53,80,30,51,96,83
8,9,34,98,71,61,18,24,55
9,12,92,80,52,22,78,18,84
10,20,71,66,34,48,38,90,32
10,13,61,43,99,22,28,18,90
10,14,39,39,59,62,17,39,12
11,13,87,27,96,11,78,24,47
11,22,84,62,90,64,54,18,43
11,21,88,77,96,60,58,71,39
13,14,19,50,71,48,28,66,67
15,16,73,55,36,94,22,31,70
15,22,98,75,69,27,27,29,48
16,18,82,56,53,77,46,55,56
17,18,92,91,78,50,44,79,38
18,19,40,13,46,31,68,46,55
18,21,20,34,60,28,83,41,24
19,20,10,90,58,68,34,23,19
2,0,63,94,17,93,65,81,95
4,0,44,98,64,86,29,85,82
5,0,36,26,16,92,16,63,54
7,0,89,37,67,85,48,25,98
8,1,49,59,80,86,90,80,68
6,1,14,55,19,35,76,80,30
4,1,14,75,55,32,15,65,29
5,1,63,36,84,70,31,59,65
22,1,82,29,94,25,60,19,16
10,2,41,16,48,70,94,98,10
3,2,69,34,22,67,81,19,71
10,3,76,31,99,66,63,11,54
12,5,45,82,76,84,15,99,42
8,5,24,46,86,51,45,14,43
7,6,51,74,41,48,14,97,90
9,8,32,43,99,45,23,75,49
12,9,68,78,38,25,23,74,79
20,10,22,92,66,87,42,49,22
13,10,83,76,99,20,94,83,91
14,10,97,17,88,39,31,66,82
13,11,99,72,62,50,72,63,22
22,11,67,91,89,74,48,53,34
21,11,47,46,46,89,79,37,73
14,13,71,74,85,88,52,29,41
16,15,92,46,78,68,23,75,57
22,15,46,21,15,68,96,18,21
18,16,15,30,39,28,89,37,87
18,17,84,89,56,70,57,16,85
19,18,76,24,13,51,27,55,28
21,18,26,16,51,46,34,68,63
20,19,47,80,66,38,82,81,95
source,destination
11,13
lower_bound,upperbound
402.4,603.6
521.6,782.4
443.2,664.8
0,457.2
0,452.4
0,583.2
included_node(s)
6
