link_source,link_destination,cost,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6
0,11,95,28,66,74,62,41,69
0,3,54,30,12,56,44,27,60
1,2,35,16,41,82,95,98,11
1,6,77,11,88,34,48,37,92
2,10,30,98,93,84,65,87,97
2,11,93,97,34,82,15,45,48
2,14,60,96,67,14,91,77,55
3,7,98,75,59,71,71,28,62
4,13,12,51,30,65,28,62,61
4,6,42,85,84,30,65,96,15
4,5,26,30,97,17,32,82,10
5,7,53,63,41,26,20,89,11
6,13,98,72,35,19,10,63,80
6,14,59,34,69,75,73,70,32
6,7,47,22,12,42,95,73,38
8,16,75,35,11,61,58,41,86
8,12,99,38,32,26,78,37,81
8,15,10,71,58,67,10,20,24
9,16,56,96,21,76,83,92,98
9,14,59,15,51,19,92,48,78
9,15,85,67,19,12,18,65,80
10,19,30,87,32,24,32,37,47
12,13,41,23,84,87,56,67,94
13,16,85,49,72,33,11,73,19
13,14,49,80,24,75,99,34,73
14,15,54,76,42,20,82,16,78
14,17,64,85,71,64,20,53,53
15,16,93,27,33,22,49,70,30
16,17,59,88,92,36,82,51,13
17,18,89,20,81,89,56,28,16
17,19,20,37,31,41,31,51,29
11,0,54,68,58,10,96,44,34
3,0,43,92,83,46,91,97,28
2,1,97,43,24,23,79,12,30
6,1,83,31,98,86,96,71,26
10,2,26,91,76,30,18,85,77
11,2,90,92,48,58,84,47,30
14,2,95,79,28,91,50,11,72
7,3,76,66,87,54,79,13,39
13,4,54,96,30,23,65,61,81
6,4,37,64,64,21,67,97,39
5,4,93,86,84,61,63,47,39
7,5,59,59,61,91,37,50,82
13,6,35,89,89,83,67,23,19
14,6,14,72,15,88,36,70,23
7,6,59,71,25,85,84,75,21
16,8,10,24,90,96,25,16,57
12,8,13,62,89,15,66,59,94
15,8,59,94,73,53,85,86,87
16,9,19,20,63,35,61,60,55
14,9,25,67,93,24,59,97,34
15,9,44,61,45,17,55,13,67
19,10,91,59,47,49,83,49,54
13,12,56,81,77,63,67,64,80
16,13,29,62,69,41,18,39,38
14,13,92,39,61,76,44,73,27
15,14,11,57,71,74,49,32,58
17,14,46,47,40,57,28,82,44
16,15,85,19,84,88,46,95,10
17,16,22,98,63,10,83,35,61
18,17,35,19,73,46,74,62,12
19,17,57,46,67,30,29,47,29
source,destination
14,18
lower_bound,upperbound
84,126
121.6,182.4
122.4,183.6
0,91.2
0,97.2
0,82.8
included_node(s)
17
