link_source,link_destination,cost,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6
0,2,37,19,19,26,79,67,73
0,4,79,78,24,65,93,55,14
0,5,69,68,90,82,88,38,20
0,7,41,77,49,98,14,96,99
1,8,75,46,90,53,63,75,58
1,6,43,95,85,73,55,50,81
1,4,96,93,35,29,57,82,69
1,5,47,51,17,99,32,27,82
1,22,70,55,35,51,64,27,32
2,10,53,63,73,61,24,45,75
2,3,15,23,99,55,99,31,74
3,10,11,17,45,64,36,44,16
5,12,41,63,75,31,13,11,45
5,8,76,61,14,67,94,29,10
6,7,65,86,40,69,30,81,34
8,9,70,86,25,17,60,28,32
9,12,38,90,48,27,17,34,98
10,20,66,31,19,32,98,79,32
10,13,90,98,64,70,78,75,85
10,14,46,13,10,40,22,52,62
11,13,54,34,21,58,34,12,31
11,22,63,36,91,25,73,43,43
11,21,28,96,20,24,42,64,43
13,14,84,59,73,57,17,94,25
15,16,89,92,72,93,62,78,69
15,22,14,56,76,75,88,65,79
16,18,11,47,33,41,84,70,92
17,18,82,54,97,69,19,70,65
18,19,47,91,33,58,93,59,74
18,21,60,85,31,99,22,72,80
19,20,73,27,11,98,27,41,16
2,0,74,62,42,74,73,78,99
4,0,40,26,97,65,15,27,46
5,0,42,47,53,80,67,69,26
7,0,16,40,82,34,77,74,60
8,1,15,24,87,70,68,92,95
6,1,37,43,90,15,22,71,97
4,1,64,33,69,53,86,18,30
5,1,53,27,94,69,52,71,39
22,1,98,50,26,18,76,88,81
10,2,17,86,42,15,11,16,57
3,2,20,40,55,76,51,92,13
10,3,99,57,23,72,65,84,88
12,5,10,12,70,88,14,17,92
8,5,48,53,60,43,98,73,65
7,6,27,43,53,42,47,66,74
9,8,70,88,85,57,26,87,25
12,9,77,44,60,23,15,98,63
20,10,45,26,62,26,46,45,96
13,10,22,48,11,28,95,62,62
14,10,23,99,22,53,28,12,78
13,11,51,50,74,74,32,99,28
22,11,76,75,54,43,68,96,95
21,11,41,58,32,29,60,29,21
14,13,35,61,99,83,40,93,95
16,15,65,29,26,36,82,74,64
22,15,97,14,98,94,48,84,91
18,16,36,60,84,76,76,25,87
18,17,10,35,75,57,92,96,81
19,18,45,95,31,53,94,95,27
21,18,48,46,16,76,50,87,29
20,19,73,52,77,55,71,89,49
source,destination
22,12
lower_bound,upperbound
270.4,405.6
104,156
182.4,273.6
0,334.8
0,247.2
0,363.6
included_node(s)
9
