link_source,link_destination,cost,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6
0,3,70,40,89,82,74,81,26
0,7,29,35,95,42,56,22,89
1,17,18,54,41,31,58,66,61
1,5,45,65,85,50,38,72,21
1,6,91,29,68,59,99,33,12
2,9,58,16,58,26,56,93,94
2,3,64,10,68,56,43,85,77
2,4,97,66,88,88,43,92,57
4,8,95,69,25,99,47,89,35
4,5,67,53,99,36,11,25,74
4,6,92,48,28,95,34,52,31
5,15,19,15,87,56,49,61,36
6,16,19,86,99,95,18,68,37
6,7,63,52,67,95,49,83,10
8,12,27,73,52,40,34,98,71
9,17,19,11,86,59,20,29,65
10,11,84,26,61,36,85,86,97
11,17,73,76,33,61,58,73,40
11,12,67,17,92,81,19,28,25
12,13,60,48,22,78,99,83,35
13,14,72,96,67,12,91,43,46
14,17,42,20,65,91,20,22,68
14,15,99,27,43,46,75,42,67
15,16,45,83,54,14,61,66,68
3,0,47,30,39,43,17,93,25
7,0,11,15,82,91,96,79,60
17,1,90,79,80,68,77,97,57
5,1,30,40,54,91,60,22,17
6,1,46,72,95,50,20,11,51
9,2,43,47,16,17,53,11,66
3,2,13,87,48,62,40,79,85
4,2,16,64,84,32,46,44,29
8,4,62,35,12,49,99,75,56
5,4,22,93,41,46,51,45,46
6,4,51,29,31,34,75,69,40
15,5,16,54,32,99,99,60,20
16,6,32,99,90,24,97,38,40
7,6,67,82,51,81,18,54,17
12,8,13,73,20,49,94,52,29
17,9,27,30,15,75,97,79,65
11,10,87,87,50,69,71,69,43
17,11,57,21,90,96,28,95,50
12,11,88,87,55,31,46,93,54
13,12,96,73,11,64,41,89,33
14,13,20,25,58,91,29,40,13
17,14,15,60,97,61,70,91,77
15,14,16,36,87,23,51,19,88
16,15,94,41,19,80,14,26,10
source,destination
16,9
lower_bound,upperbound
428,642
209.6,262
538.4,637.2
0,535.2
0,675.6
0,409.2
included_node(s)
13
